Date_1,Species,Seed Source,ID,Treatment,Block,Seedling #,HT_1,RCD_1,notes_1,Date_2,HT_2,RCD_2,Root_2,Shoot_2,Root:Shoot_2,notes_2,Date_3,HT_3,RCD_3,Root_3,Shoot_3,Root:Shoot_3,75 % mid-day water potentials_3,75% pre-dawn water potentials_3,40% mid-day water potentials_3,40% pre-dawn water potentials_3,notes,Date_4,HT_4,RCD_4,Root_4,Shoot_4,Root:Shoot_4,75% mid-day water potentials_4,75% pre-dawn water potentials_4,40% mid-day water potentials_4,40% pre-dawn water potentials_4,100% mid-day water potential_4,100% pre-dawn water potentials_4,notes_4,Date_5,HT_5,RCD_5,notes_5
5/12/22,PIMO,PIMO,466,C,3,11,5.4,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,19,5.04,
5/12/22,PIMO,PIMO,467,C,3,12,7.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,18.5,7.9,
5/12/22,PIMO,PIMO,468,C,3,13,6.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,17,6.34,
5/12/22,PIMO,PIMO,x,C,3,14,7.4,3,,6/24/22,14.8,4,8.057,9.041,0.891162482,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,x,x,
5/12/22,PIMO,PIMO,469,C,3,15,4.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,13.7,6.31,
5/12/22,PIMO,PIMO,470,C,3,16,10.4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,23.2,6.61,
5/12/22,PIMO,PIMO,471,C,4,1,7.4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,16.5,7.28,
5/12/22,PIMO,PIMO,472,C,4,2,8,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,23,6.13,
5/12/22,PIMO,PIMO,473,C,4,3,8.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,16.4,5.57,
5/12/22,PIMO,PIMO,474,C,4,4,7,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,19.5,6.65,
5/12/22,PIMO,PIMO,475,C,4,5,8.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,13.5,5.58,
5/12/22,PIMO,PIMO,476,C,4,6,7.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,22.9,8.11,
5/12/22,PIMO,PIMO,477,C,4,7,10.9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,21.5,6.48,
5/12/22,PIMO,PIMO,478,C,4,8,8.9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,19.5,7.9,
5/12/22,PIMO,PIMO,479,C,4,9,8.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,17,5.55,
5/12/22,PIMO,PIMO,480,C,4,10,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,28.5,6.29,
5/12/22,PIMO,PIMO,481,C,4,11,9.2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,18.4,6.01,
5/12/22,PIMO,PIMO,482,C,4,12,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,17.6,5.53,
5/12/22,PIMO,PIMO,x,C,4,13,5.5,3,,,,,,,,,9/6/22,9.7,5.46,9.499,11.947,0.795095003,-0.89,-0.33,,,,,,,,,,,,,,,,,11/29/22,x,x,
5/12/22,PIMO,PIMO,483,C,4,14,9.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,21.1,6.97,
5/12/22,PIMO,PIMO,484,C,4,15,8.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,18.2,5.42,
5/12/22,PIMO,PIMO,x,C,4,16,9.1,4,,,,,,,,,,,,,,,,,,,,12/8/22,13.5,4.71,12.114,14.019,0.86411299,-0.54,-0.57,,,-0.76,-0.48,,11/29/22,x,x,
5/12/22,PIMO,PIMO,485,C,5,1,5.9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,20.3,5.16,
5/12/22,PIMO,PIMO,486,C,5,2,6.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,27,7.29,
5/12/22,PIMO,PIMO,487,C,5,3,6.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,19,5.59,
5/12/22,PIMO,PIMO,488,C,5,4,6.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,19.4,7.08,
5/12/22,PIMO,PIMO,489,C,5,5,8.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,15.7,5.25,
5/12/22,PIMO,PIMO,490,C,5,6,8.4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,27.6,7.79,
5/12/22,PIMO,PIMO,x,C,5,7,9.4,4,,,,,,,,,9/6/22,18.9,6.94,17.735,11.705,1.51516446,-1.2,-0.42,,,,,,,,,,,,,,,,,11/29/22,x,x,
5/12/22,PIMO,PIMO,491,C,5,8,6.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,14.1,5.1,
5/12/22,PIMO,PIMO,492,C,5,9,5.9,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,17.6,5.45,
5/12/22,PIMO,PIMO,493,C,5,10,8.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,23,5.91,
5/12/22,PIMO,PIMO,494,C,5,11,5.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,9.5,3.36,
5/12/22,PIMO,PIMO,495,C,5,12,7.6,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,23,6.32,
5/12/22,PIMO,PIMO,496,C,5,13,6.6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,12.9,6.08,
5/12/22,PIMO,PIMO,x,C,5,14,7.1,2.5,,,,,,,,,,,,,,,,,,,,12/8/22,20.5,6.23,14.142,12.869,1.098919885,-1.03,-0.59,,,-0.78,-0.48,,11/29/22,x,x,
5/12/22,PIMO,PIMO,497,C,5,15,8.2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,18.9,7.13,
5/12/22,PIMO,PIMO,498,C,5,16,7.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,22.5,7.61,
5/12/22,PIMO,PIMO,499,C,6,1,7.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,13,5.01,
5/12/22,PIMO,PIMO,500,C,6,2,8.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,19,5.25,
5/12/22,PIMO,PIMO,501,C,6,3,6.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,11.4,6.05,
5/12/22,PIMO,PIMO,502,C,6,4,5.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,10.6,5.13,
5/12/22,PIMO,PIMO,503,C,6,5,6.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,14.9,5.75,
5/12/22,PIMO,PIMO,504,C,6,6,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,17.7,6.48,
5/12/22,PIMO,PIMO,x,C,6,7,9,3,,,,,,,,,9/6/22,19.9,6.89,13.111,14.643,0.89537663,-1.01,-0.19,,,,,,,,,,,,,,,,,11/29/22,x,x,
5/12/22,PIMO,PIMO,505,C,6,8,7.2,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,30.5,6.38,
5/12/22,PIMO,PIMO,506,C,6,9,11.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,22.6,5.66,
5/12/22,PIMO,PIMO,507,C,6,10,8.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,17.7,5.88,
5/12/22,PIMO,PIMO,508,C,6,11,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,22.5,7.51,
5/12/22,PIMO,PIMO,x,C,6,12,10.4,3,,,,,,,,,,,,,,,,,,,,12/8/22,14.3,5.75,11.909,12.528,0.950590677,-0.85,-0.72,,,-1.16,-0.59,maybe when GH temps started dropping?,11/29/22,x,x,
5/12/22,PIMO,PIMO,509,C,6,13,7.6,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,19,6.31,
5/12/22,PIMO,PIMO,510,C,6,14,9.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,15.3,7.02,
5/12/22,PIMO,PIMO,511,C,6,15,8.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,22.4,6.58,
5/12/22,PIMO,PIMO,512,C,6,16,9.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,12.5,5.53,
5/12/22,PIMO,PIMO,513,C,7,1,6.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,16.2,7.7,
5/12/22,PIMO,PIMO,514,C,7,2,6.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,14.3,6.14,
5/12/22,PIMO,PIMO,515,C,7,3,6.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,19.4,7.07,
5/12/22,PIMO,PIMO,516,C,7,4,6.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,16.1,6.44,
5/12/22,PIMO,PIMO,517,C,7,5,7.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,12.5,5.68,
5/12/22,PIMO,PIMO,518,C,7,6,4.3,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,11.4,4.64,
5/12/22,PIMO,PIMO,519,C,7,7,8.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,19.7,7.09,
5/12/22,PIMO,PIMO,520,C,7,8,5.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,11.5,6.75,
5/12/22,PIMO,PIMO,521,C,7,9,4.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,14.6,6.56,
5/12/22,PIMO,PIMO,522,C,7,10,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,16.1,5.34,
5/12/22,PIMO,PIMO,523,C,7,11,7.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,21.2,6.29,
5/12/22,PIMO,PIMO,x,C,7,12,8.2,3.5,,6/24/22,18.4,4,8.081,9.369,0.86252535,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,x,x,
5/12/22,PIMO,PIMO,524,C,7,13,7.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,18.2,6.63,
5/12/22,PIMO,PIMO,525,C,7,14,9.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,23.2,6.24,
5/12/22,PIMO,PIMO,526,C,7,15,6.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,24.5,7.25,
5/12/22,PIMO,PIMO,527,C,7,16,6.8,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,16.5 dead apical bud,6.3,
5/12/22,PIMO,PIMO,528,C,8,1,6.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,18.5,6.92,
5/12/22,PIMO,PIMO,529,C,8,2,4.2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,15.7,5.09,
5/12/22,PIMO,PIMO,530,C,8,3,5.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,13.5,5.94,
5/12/22,PIMO,PIMO,531,C,8,4,8.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,19,7.38,
5/12/22,PIMO,PIMO,532,C,8,5,4.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,12.3,6.31,
5/12/22,PIMO,PIMO,x,C,8,6,8.3,3,,,,,,,,,9/6/22,12.9,5.3,9.694,12.339,0.785639031,-0.89,-0.08,,,,,,,,,,,,,,,,,11/29/22,x,x,
5/12/22,PIMO,PIMO,533,C,8,7,7.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,23.5,6.3,
5/12/22,PIMO,PIMO,534,C,8,8,6.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,20.4,7.37,
5/12/22,PIMO,PIMO,535,C,8,9,6.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,8.5,4.07,
5/12/22,PIMO,PIMO,536,C,8,10,6.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,17.2,5.48,
5/12/22,PIMO,PIMO,537,C,8,11,7.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,27.4,6.05,
5/12/22,PIMO,PIMO,x,C,8,12,7.2,3,,,,,,,,,,,,,,,,,,,,12/8/22,15.1,5.11,12.979,12.398,1.046862397,-1.18,-0.88,,,-1.01,-0.74,,11/29/22,x,x,
5/12/22,PIMO,PIMO,538,C,8,13,5.7,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,17.9,7.43,
5/12/22,PIMO,PIMO,539,C,8,14,7.2,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,16,6.25,
5/12/22,PIMO,PIMO,540,C,8,15,10.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,19.9,6.35,
5/12/22,PIMO,PIMO,541,C,8,16,7.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,17.4,6.99,
5/12/22,PIMO,PIMO,x,C,9,1,8.5,3.5,,,,,,,,,,,,,,,,,,,,12/8/22,16,6.83,20.116,17.269,1.164861891,-1.02,-0.56,,,-1.31,-0.76,,11/29/22,x,x,
5/12/22,PIMO,PIMO,542,C,9,2,7.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,16.5,6.47,
5/12/22,PIMO,PIMO,543,C,9,3,8.3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,21.9,7.71,
5/12/22,PIMO,PIMO,544,C,9,4,7.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,17.4,6.29,
5/12/22,PIMO,PIMO,545,C,9,5,5.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,14.5,5.72,
5/12/22,PIMO,PIMO,546,C,9,6,6.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,15.1,6.44,
5/12/22,PIMO,PIMO,547,C,9,7,4.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,22.9,5.81,
5/12/22,PIMO,PIMO,548,C,9,8,7.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,21.2,7.05,
5/12/22,PIMO,PIMO,549,C,9,9,9.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,23.5,8.14,
5/12/22,PIMO,PIMO,550,C,9,10,5.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,14,3.89,
5/12/22,PIMO,PIMO,551,C,9,11,7.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,13.7,5.35,
5/12/22,PIMO,PIMO,x,C,9,12,7.1,3.5,,,,,,,,,9/6/22,10.6,5.98,11.87,15.626,0.759631384,-1.31,-0.25,,,,,,,,,,,,,,,,,11/29/22,x,x,
5/12/22,PIMO,PIMO,552,C,9,13,6.1,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,13.1,4.98,
5/12/22,PIMO,PIMO,553,C,9,14,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,19.2,6.58,
5/12/22,PIMO,PIMO,554,C,9,15,6.9,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,24.1,7.85,
5/12/22,PIMO,PIMO,555,C,9,16,5.3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,11,5.9,
5/12/22,PIMO,PIMO,556,C,10,1,7.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,21.6,7.12,
5/12/22,PIMO,PIMO,557,C,10,2,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,23.9,5.85,
5/12/22,PIMO,PIMO,558,C,10,3,10.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,22.1,6.4,
5/12/22,PIMO,PIMO,559,C,10,4,6.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,13.4,4.6,
5/12/22,PIMO,PIMO,560,C,10,5,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,20,7.83,
5/12/22,PIMO,PIMO,561,C,10,6,6.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,18.5,6.31,
5/12/22,PIMO,PIMO,x,C,10,7,7.8,3,,,,,,,,,,,,,,,,,,,,12/8/22,20,5.86,14.31,13.793,1.037482781,-1.13,-0.65,,,-1.1,-0.56,,11/29/22,x,x,
5/12/22,PIMO,PIMO,562,C,10,8,7.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,11.9,4.27,
5/12/22,PIMO,PIMO,563,C,10,9,9.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,24.8,7.75,
5/12/22,PIMO,PIMO,564,C,10,10,6,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,22.3,5.23,
5/12/22,PIMO,PIMO,565,C,10,11,6.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,13,4.57,
5/12/22,PIMO,PIMO,x,C,10,12,6.9,3,,,,,,,,,9/6/22,11.7,5.65,11.452,12.942,0.884870963,-1.65,-0.39,,,,,,,,,,,,,,,,,11/29/22,x,x,
5/12/22,PIMO,PIMO,594,C,10,13,5.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,14.5,5.07,
5/12/22,PIMO,PIMO,595,C,10,14,7.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,20.4,6.93,
5/12/22,PIMO,PIMO,596,C,10,15,8.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,14.4,7.35,
5/12/22,PIMO,PIMO,597,C,10,16,6.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,11.1,5.99,
5/12/22,PIMO,PIMO,566,C,11,1,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,15.7,5.04,
5/12/22,PIMO,PIMO,x,C,11,2,11.5,3,,,,,,,,,,,,,,,,,,,,12/8/22,22.1,7.11,22.716,16.178,1.404129064,-0.78,-0.7,,,-0.87,-0.89,,11/29/22,x,x,
5/12/22,PIMO,PIMO,567,C,11,3,4.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,12.6,6.43,
5/12/22,PIMO,PIMO,568,C,11,4,8.4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,19.2,6.82,
5/12/22,PIMO,PIMO,569,C,11,5,8.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,19.4,5.86,
5/12/22,PIMO,PIMO,570,C,11,6,9.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,19.5,6.14,
